@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 76\nSize of the tree: 86\n','Number of leaves: 63\nSize of the tree: 72\n','Number of leaves: 72\nSize of the tree: 81\n','Number of leaves: 84\nSize of the tree: 95\n','Number of leaves: 84\nSize of the tree: 94\n','Number of leaves: 64\nSize of the tree: 74\n','Number of leaves: 68\nSize of the tree: 76\n','Number of leaves: 75\nSize of the tree: 85\n','Number of leaves: 70\nSize of the tree: 80\n','Number of leaves: 77\nSize of the tree: 87\n','Number of leaves: 71\nSize of the tree: 80\n','Number of leaves: 83\nSize of the tree: 94\n','Number of leaves: 96\nSize of the tree: 106\n','Number of leaves: 85\nSize of the tree: 96\n','Number of leaves: 73\nSize of the tree: 83\n','Number of leaves: 79\nSize of the tree: 88\n','Number of leaves: 83\nSize of the tree: 93\n','Number of leaves: 100\nSize of the tree: 111\n','Number of leaves: 91\nSize of the tree: 100\n','Number of leaves: 91\nSize of the tree: 99\n','Number of leaves: 80\nSize of the tree: 89\n','Number of leaves: 87\nSize of the tree: 95\n','Number of leaves: 99\nSize of the tree: 109\n','Number of leaves: 96\nSize of the tree: 105\n','Number of leaves: 83\nSize of the tree: 90\n','Number of leaves: 90\nSize of the tree: 99\n','Number of leaves: 82\nSize of the tree: 91\n','Number of leaves: 85\nSize of the tree: 95\n','Number of leaves: 86\nSize of the tree: 94\n','Number of leaves: 92\nSize of the tree: 101\n','Number of leaves: 98\nSize of the tree: 108\n','Number of leaves: 108\nSize of the tree: 117\n','Number of leaves: 100\nSize of the tree: 110\n','Number of leaves: 95\nSize of the tree: 104\n','Number of leaves: 92\nSize of the tree: 103\n','Number of leaves: 112\nSize of the tree: 122\n','Number of leaves: 91\nSize of the tree: 102\n','Number of rules: 21\n','Number of rules: 20\n','Number of rules: 18\n','Number of rules: 22\n','Number of rules: 19\n','Number of rules: 25\n','Number of rules: 23\n','Number of rules: 24\n','Number of rules: 17\n','Number of rules: 26\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,2,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,39,15,0,72.222222,27.777778,0,0,0.188285,0.301858,100,100,73.453657,73.453657,0,1.360253,1.360253,0,0,0,0,1,39,1,15,0,0,0,0,0.722222,1,0.83871,?,0.5,0.722222,0.722222,0.722222,0.277778,0.277778,?,0.722222,?,?,0.5,0.545267,?,0.722222,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,2,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,39,15,0,72.222222,27.777778,0,0,0.188285,0.301858,100,100,73.453657,73.453657,0,1.360253,1.360253,0,0,0,0,1,39,1,15,0,0,0,0,0.722222,1,0.83871,?,0.5,0.722222,0.722222,0.722222,0.277778,0.277778,?,0.722222,?,?,0.5,0.545267,?,0.722222,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,2,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,39,15,0,72.222222,27.777778,0,0,0.188285,0.301858,100,100,73.453657,73.453657,0,1.360253,1.360253,0,0,0,0,1,39,1,15,0,0,0,0,0.722222,1,0.83871,?,0.5,0.722222,0.722222,0.722222,0.277778,0.277778,?,0.722222,?,?,0.5,0.545267,?,0.722222,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,38,17,0,69.090909,30.909091,0,0,0.195264,0.314571,100,100,80.981035,80.981035,0,1.472382,1.472382,0,0,0,0,1,38,1,17,0,0,0,0,0.690909,1,0.817204,?,0.5,0.690909,0.690909,0.690909,0.309091,0.309091,?,0.690909,?,?,0.5,0.505455,?,0.690909,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,3,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,38,17,0,69.090909,30.909091,0,0,0.195264,0.314571,100,100,80.981035,80.981035,0,1.472382,1.472382,0,0,0,0,1,38,1,17,0,0,0,0,0.690909,1,0.817204,?,0.5,0.690909,0.690909,0.690909,0.309091,0.309091,?,0.690909,?,?,0.5,0.505455,?,0.690909,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,4,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0.001,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0.001,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,38,17,0,69.090909,30.909091,0,0,0.195264,0.314571,100,100,80.981035,80.981035,0,1.472382,1.472382,0,0,0,0,1,38,1,17,0,0,0,0,0.690909,1,0.817204,?,0.5,0.690909,0.690909,0.690909,0.309091,0.309091,?,0.690909,?,?,0.5,0.505455,?,0.690909,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,38,17,0,69.090909,30.909091,0,0,0.195264,0.314571,100,100,80.981035,80.981035,0,1.472382,1.472382,0,0,0,0,1,38,1,17,0,0,0,0,0.690909,1,0.817204,?,0.5,0.690909,0.690909,0.690909,0.309091,0.309091,?,0.690909,?,?,0.5,0.505455,?,0.690909,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,38,17,0,69.090909,30.909091,0,0,0.195264,0.314571,100,100,80.981035,80.981035,0,1.472382,1.472382,0,0,0,0,1,38,1,17,0,0,0,0,0.690909,1,0.817204,?,0.5,0.690909,0.690909,0.690909,0.309091,0.309091,?,0.690909,?,?,0.5,0.505455,?,0.690909,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,38,17,0,69.090909,30.909091,0,0,0.195264,0.314571,100,100,80.981035,80.981035,0,1.472382,1.472382,0,0,0,0,1,38,1,17,0,0,0,0,0.690909,1,0.817204,?,0.5,0.690909,0.690909,0.690909,0.309091,0.309091,?,0.690909,?,?,0.5,0.505455,?,0.690909,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,38,17,0,69.090909,30.909091,0,0,0.195264,0.314571,100,100,80.981035,80.981035,0,1.472382,1.472382,0,0,0,0,1,38,1,17,0,0,0,0,0.690909,1,0.817204,?,0.5,0.690909,0.690909,0.690909,0.309091,0.309091,?,0.690909,?,?,0.5,0.505455,?,0.690909,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,39,15,0,72.222222,27.777778,0,0,0.188285,0.301858,100,100,73.453657,73.453657,0,1.360253,1.360253,0,0,0,0,1,39,1,15,0,0,0,0,0.722222,1,0.83871,?,0.5,0.722222,0.722222,0.722222,0.277778,0.277778,?,0.722222,?,?,0.5,0.545267,?,0.722222,0,0.001,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,39,15,0,72.222222,27.777778,0,0,0.188285,0.301858,100,100,73.453657,73.453657,0,1.360253,1.360253,0,0,0,0,1,39,1,15,0,0,0,0,0.722222,1,0.83871,?,0.5,0.722222,0.722222,0.722222,0.277778,0.277778,?,0.722222,?,?,0.5,0.545267,?,0.722222,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,39,15,0,72.222222,27.777778,0,0,0.188285,0.301858,100,100,73.453657,73.453657,0,1.360253,1.360253,0,0,0,0,1,39,1,15,0,0,0,0,0.722222,1,0.83871,?,0.5,0.722222,0.722222,0.722222,0.277778,0.277778,?,0.722222,?,?,0.5,0.545267,?,0.722222,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,5,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,39,15,0,72.222222,27.777778,0,0,0.188285,0.301858,100,100,73.453657,73.453657,0,1.360253,1.360253,0,0,0,0,1,39,1,15,0,0,0,0,0.722222,1,0.83871,?,0.5,0.722222,0.722222,0.722222,0.277778,0.277778,?,0.722222,?,?,0.5,0.545267,?,0.722222,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,38,17,0,69.090909,30.909091,0,0,0.195264,0.314571,100,100,80.981035,80.981035,0,1.472382,1.472382,0,0,0,0,1,38,1,17,0,0,0,0,0.690909,1,0.817204,?,0.5,0.690909,0.690909,0.690909,0.309091,0.309091,?,0.690909,?,?,0.5,0.505455,?,0.690909,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,6,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,492,54,38,16,0,70.37037,29.62963,0,0,0.192101,0.308869,100,100,75.997529,75.997529,0,1.407362,1.407362,0,0,0,0,1,38,1,16,0,0,0,0,0.703704,1,0.826087,?,0.5,0.703704,0.703704,0.703704,0.296296,0.296296,?,0.703704,?,?,0.5,0.52332,?,0.703704,0,0,0,0,0,0,963,73290,11532,98.148148,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,7,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.19151,0.307787,100,100,78.437163,78.437163,0,1.42613,1.42613,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.526612,?,0.709091,0,0,0,0,0,0,963,73149,11673,96.363636,80,?,?,?,?
Example1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R7,7,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20210226.2151,491,55,39,16,0,70.909091,29.090909,0,0,0.190938,0.30674,100,100,76.513787,76.513787,0,1.39116,1.39116,0,0,0,0,1,39,1,16,0,0,0,0,0.709091,1,0.829787,?,0.5,0.709091,0.709091,0.709091,0.290909,0.290909,?,0.709091,?,?,0.5,0.529917,?,0.709091,0,0,0,0,0,0,963,73149,11673,98.181818,80,?,?,?,?
